dataset,sample.id,size,expr,time
1,McGill0001,4933,FLOPART,34779029
1,McGill0001,4933,LOPART,69841122
1,McGill0001,4933,FLOPART,35150325
1,McGill0001,4933,FLOPARTNoLabel,38753036
1,McGill0001,4933,FPOP,190581284
1,McGill0001,4933,LOPART,67335243
1,McGill0001,4933,binsegRcpp,6090222
1,McGill0001,4933,binsegRcpp,1522207
1,McGill0001,4933,FLOPART,36505703
1,McGill0001,4933,binsegRcpp,1629586
1,McGill0001,4933,FLOPARTNoLabel,37489580
1,McGill0001,4933,LOPART,66636849
1,McGill0001,4933,FPOP,29217174
1,McGill0001,4933,FLOPARTNoLabel,37998923
1,McGill0001,4933,FPOP,28747642
1,McGill0002,3642,FLOPARTNoLabel,26319909
1,McGill0002,3642,binsegRcpp,1362799
1,McGill0002,3642,FLOPART,23642158
1,McGill0002,3642,FLOPART,24181431
1,McGill0002,3642,binsegRcpp,1407940
1,McGill0002,3642,FPOP,19252944
1,McGill0002,3642,FLOPART,24420707
1,McGill0002,3642,FLOPARTNoLabel,28037399
1,McGill0002,3642,binsegRcpp,1399166
1,McGill0002,3642,LOPART,37715859
1,McGill0002,3642,LOPART,37904459
1,McGill0002,3642,FPOP,19638508
1,McGill0002,3642,FLOPARTNoLabel,26573740
1,McGill0002,3642,LOPART,38121923
1,McGill0002,3642,FPOP,19602387
1,McGill0004,4490,LOPART,53524557
1,McGill0004,4490,binsegRcpp,1562961
1,McGill0004,4490,FLOPART,29664443
1,McGill0004,4490,LOPART,53597947
1,McGill0004,4490,FPOP,25160921
1,McGill0004,4490,FLOPARTNoLabel,33174658
1,McGill0004,4490,FPOP,24449776
1,McGill0004,4490,FLOPART,30366773
1,McGill0004,4490,binsegRcpp,1544552
1,McGill0004,4490,FLOPARTNoLabel,35337285
1,McGill0004,4490,FLOPART,29708395
1,McGill0004,4490,FPOP,24948541
1,McGill0004,4490,LOPART,53886956
1,McGill0004,4490,FLOPARTNoLabel,33261865
1,McGill0004,4490,binsegRcpp,1587520
1,McGill0005,4774,binsegRcpp,1663821
1,McGill0005,4774,FPOP,27051144
1,McGill0005,4774,binsegRcpp,1552670
1,McGill0005,4774,LOPART,60670324
1,McGill0005,4774,FPOP,26875377
1,McGill0005,4774,FPOP,26968652
1,McGill0005,4774,LOPART,61248875
1,McGill0005,4774,LOPART,60991641
1,McGill0005,4774,FLOPART,32873595
1,McGill0005,4774,FLOPARTNoLabel,35578939
1,McGill0005,4774,FLOPART,33058751
1,McGill0005,4774,FLOPART,34041726
1,McGill0005,4774,FLOPARTNoLabel,35152539
1,McGill0005,4774,binsegRcpp,1593957
1,McGill0005,4774,FLOPARTNoLabel,35255449
1,McGill0007,4089,LOPART,45653172
1,McGill0007,4089,FPOP,23919646
1,McGill0007,4089,FPOP,23466432
1,McGill0007,4089,binsegRcpp,1553080
1,McGill0007,4089,FLOPARTNoLabel,30907112
1,McGill0007,4089,FLOPART,27760977
1,McGill0007,4089,FPOP,23706938
1,McGill0007,4089,FLOPART,28466546
1,McGill0007,4089,FLOPARTNoLabel,31537774
1,McGill0007,4089,binsegRcpp,1559927
1,McGill0007,4089,LOPART,45556945
1,McGill0007,4089,LOPART,47162218
1,McGill0007,4089,FLOPARTNoLabel,31088209
1,McGill0007,4089,FLOPART,27301654
1,McGill0007,4089,binsegRcpp,1512859
1,McGill0008,3933,LOPART,43146350
1,McGill0008,3933,FLOPARTNoLabel,30214745
1,McGill0008,3933,binsegRcpp,1397567
1,McGill0008,3933,FLOPART,27215800
1,McGill0008,3933,FPOP,22333479
1,McGill0008,3933,binsegRcpp,1452753
1,McGill0008,3933,binsegRcpp,1309540
1,McGill0008,3933,FPOP,22221057
1,McGill0008,3933,FLOPARTNoLabel,28919227
1,McGill0008,3933,FLOPART,26396825
1,McGill0008,3933,FLOPARTNoLabel,30580383
1,McGill0008,3933,LOPART,42587069
1,McGill0008,3933,LOPART,42430080
1,McGill0008,3933,FPOP,21754887
1,McGill0008,3933,FLOPART,27199441
1,McGill0009,5757,FPOP,34130450
1,McGill0009,5757,binsegRcpp,1874930
1,McGill0009,5757,FLOPARTNoLabel,44287626
1,McGill0009,5757,binsegRcpp,1902277
1,McGill0009,5757,FPOP,34568986
1,McGill0009,5757,FLOPARTNoLabel,44221329
1,McGill0009,5757,FPOP,34686205
1,McGill0009,5757,FLOPART,40495331
1,McGill0009,5757,LOPART,81915581
1,McGill0009,5757,LOPART,82131323
1,McGill0009,5757,binsegRcpp,2095510
1,McGill0009,5757,LOPART,85252161
1,McGill0009,5757,FLOPARTNoLabel,43592840
1,McGill0009,5757,FLOPART,39986398
1,McGill0009,5757,FLOPART,39819036
1,McGill0011,5170,FPOP,29493883
1,McGill0011,5170,binsegRcpp,1710356
1,McGill0011,5170,FLOPARTNoLabel,37851733
1,McGill0011,5170,LOPART,64960482
1,McGill0011,5170,LOPART,65291598
1,McGill0011,5170,binsegRcpp,1665625
1,McGill0011,5170,LOPART,64974094
1,McGill0011,5170,FLOPART,34355991
1,McGill0011,5170,binsegRcpp,1760335
1,McGill0011,5170,FLOPARTNoLabel,38637498
1,McGill0011,5170,FPOP,29527544
1,McGill0011,5170,FLOPART,34595185
1,McGill0011,5170,FPOP,29338247
1,McGill0011,5170,FLOPART,33083843
1,McGill0011,5170,FLOPARTNoLabel,38434425
1,McGill0024,5872,binsegRcpp,2114534
1,McGill0024,5872,binsegRcpp,1797973
1,McGill0024,5872,FPOP,35937730
1,McGill0024,5872,FLOPART,42764804
1,McGill0024,5872,FLOPART,43825228
1,McGill0024,5872,LOPART,87064197
1,McGill0024,5872,LOPART,87188427
1,McGill0024,5872,FPOP,36863674
1,McGill0024,5872,FLOPARTNoLabel,45459119
1,McGill0024,5872,FLOPARTNoLabel,46004337
1,McGill0024,5872,binsegRcpp,1880465
1,McGill0024,5872,FLOPARTNoLabel,44864209
1,McGill0024,5872,FPOP,35796813
1,McGill0024,5872,FLOPART,42949673
1,McGill0024,5872,LOPART,87449966
1,McGill0025,3156,FLOPARTNoLabel,25324593
1,McGill0025,3156,LOPART,29896667
1,McGill0025,3156,binsegRcpp,1235740
1,McGill0025,3156,FPOP,17500645
1,McGill0025,3156,binsegRcpp,1331885
1,McGill0025,3156,FLOPARTNoLabel,23662043
1,McGill0025,3156,FLOPART,21730246
1,McGill0025,3156,FPOP,16999215
1,McGill0025,3156,FLOPART,22879804
1,McGill0025,3156,LOPART,29955297
1,McGill0025,3156,binsegRcpp,1187442
1,McGill0025,3156,FPOP,17478874
1,McGill0025,3156,LOPART,30212367
1,McGill0025,3156,FLOPART,24376919
1,McGill0025,3156,FLOPARTNoLabel,23777089
1,McGill0026,3512,binsegRcpp,1451154
1,McGill0026,3512,binsegRcpp,1245170
1,McGill0026,3512,FPOP,19395911
1,McGill0026,3512,LOPART,36795327
1,McGill0026,3512,FLOPART,23833177
1,McGill0026,3512,FLOPARTNoLabel,25363461
1,McGill0026,3512,FLOPARTNoLabel,25680432
1,McGill0026,3512,FLOPART,23425268
1,McGill0026,3512,FLOPART,25459114
1,McGill0026,3512,FLOPARTNoLabel,25516268
1,McGill0026,3512,binsegRcpp,1407571
1,McGill0026,3512,FPOP,19731947
1,McGill0026,3512,LOPART,36649859
1,McGill0026,3512,LOPART,36806356
1,McGill0026,3512,FPOP,19531949
1,McGill0027,4542,FPOP,25770919
1,McGill0027,4542,FLOPART,30466977
1,McGill0027,4542,LOPART,55446186
1,McGill0027,4542,FLOPART,30572142
1,McGill0027,4542,LOPART,55406170
1,McGill0027,4542,FPOP,25986333
1,McGill0027,4542,FLOPARTNoLabel,34808262
1,McGill0027,4542,binsegRcpp,1672964
1,McGill0027,4542,FLOPARTNoLabel,36086642
1,McGill0027,4542,FLOPART,30307774
1,McGill0027,4542,LOPART,55758319
1,McGill0027,4542,FPOP,25914665
1,McGill0027,4542,binsegRcpp,1537664
1,McGill0027,4542,binsegRcpp,1403963
1,McGill0027,4542,FLOPARTNoLabel,33579738
1,McGill0028,4129,binsegRcpp,1570341
1,McGill0028,4129,FLOPARTNoLabel,30718020
1,McGill0028,4129,binsegRcpp,1556401
1,McGill0028,4129,binsegRcpp,1411835
1,McGill0028,4129,FLOPARTNoLabel,30290964
1,McGill0028,4129,LOPART,44204970
1,McGill0028,4129,FPOP,23169305
1,McGill0028,4129,FPOP,23192347
1,McGill0028,4129,FLOPART,28018621
1,McGill0028,4129,FLOPART,27671023
1,McGill0028,4129,LOPART,46226270
1,McGill0028,4129,FLOPARTNoLabel,30805309
1,McGill0028,4129,LOPART,44256302
1,McGill0028,4129,FLOPART,27278940
1,McGill0028,4129,FPOP,23708209
1,McGill0029,4049,binsegRcpp,1651029
1,McGill0029,4049,FPOP,22626752
1,McGill0029,4049,LOPART,41280891
1,McGill0029,4049,FPOP,22417324
1,McGill0029,4049,FLOPART,27847938
1,McGill0029,4049,binsegRcpp,1596540
1,McGill0029,4049,LOPART,41320620
1,McGill0029,4049,FPOP,22608261
1,McGill0029,4049,binsegRcpp,1517943
1,McGill0029,4049,FLOPART,27618543
1,McGill0029,4049,LOPART,41185976
1,McGill0029,4049,FLOPARTNoLabel,30432496
1,McGill0029,4049,FLOPARTNoLabel,32080081
1,McGill0029,4049,FLOPART,26882224
1,McGill0029,4049,FLOPARTNoLabel,29869689
1,McGill0079,7257,LOPART,139635012
1,McGill0079,7257,FPOP,44507919
1,McGill0079,7257,LOPART,139605328
1,McGill0079,7257,FLOPARTNoLabel,55352009
1,McGill0079,7257,LOPART,139149654
1,McGill0079,7257,FLOPARTNoLabel,55511007
1,McGill0079,7257,FLOPART,52561918
1,McGill0079,7257,FLOPART,50830201
1,McGill0079,7257,binsegRcpp,2190015
1,McGill0079,7257,FPOP,43499811
1,McGill0079,7257,FLOPART,50280022
1,McGill0079,7257,FLOPARTNoLabel,55355166
1,McGill0079,7257,FPOP,43280502
1,McGill0079,7257,binsegRcpp,2271236
1,McGill0079,7257,binsegRcpp,2036552
1,McGill0101,2637,binsegRcpp,1294206
1,McGill0101,2637,binsegRcpp,1052101
1,McGill0101,2637,FPOP,13087815
1,McGill0101,2637,FLOPART,18537207
1,McGill0101,2637,FLOPART,18151848
1,McGill0101,2637,FLOPARTNoLabel,19044090
1,McGill0101,2637,FLOPARTNoLabel,19550645
1,McGill0101,2637,LOPART,23182220
1,McGill0101,2637,FLOPARTNoLabel,19776268
1,McGill0101,2637,LOPART,22911907
1,McGill0101,2637,FLOPART,20029074
1,McGill0101,2637,FPOP,13029021
1,McGill0101,2637,binsegRcpp,1176454
1,McGill0101,2637,LOPART,22870456
1,McGill0101,2637,FPOP,13121148
1,McGill0102,4820,FLOPARTNoLabel,36073932
1,McGill0102,4820,LOPART,59452952
1,McGill0102,4820,binsegRcpp,1569931
1,McGill0102,4820,binsegRcpp,1478993
1,McGill0102,4820,LOPART,60008133
1,McGill0102,4820,FPOP,28112880
1,McGill0102,4820,binsegRcpp,1720934
1,McGill0102,4820,FLOPART,33096020
1,McGill0102,4820,FPOP,28137808
1,McGill0102,4820,FLOPARTNoLabel,36035884
1,McGill0102,4820,FLOPARTNoLabel,37491384
1,McGill0102,4820,LOPART,59552418
1,McGill0102,4820,FPOP,28280857
1,McGill0102,4820,FLOPART,33198561
1,McGill0102,4820,FLOPART,33300282
1,McGill0104,4909,binsegRcpp,1944466
1,McGill0104,4909,LOPART,67925930
1,McGill0104,4909,FLOPARTNoLabel,37460183
1,McGill0104,4909,FLOPART,33467562
1,McGill0104,4909,FLOPARTNoLabel,37877481
1,McGill0104,4909,binsegRcpp,1912363
1,McGill0104,4909,FPOP,29234148
1,McGill0104,4909,FLOPART,35391692
1,McGill0104,4909,LOPART,67881937
1,McGill0104,4909,FPOP,29120865
1,McGill0104,4909,FPOP,29150508
1,McGill0104,4909,binsegRcpp,1857054
1,McGill0104,4909,FLOPARTNoLabel,37043254
1,McGill0104,4909,FLOPART,33179783
1,McGill0104,4909,LOPART,68064920
1,McGill0106,4227,LOPART,53938370
1,McGill0106,4227,FLOPARTNoLabel,32143836
1,McGill0106,4227,FPOP,24570890
1,McGill0106,4227,FPOP,24637392
1,McGill0106,4227,FLOPART,28477452
1,McGill0106,4227,FPOP,24849690
1,McGill0106,4227,LOPART,51824123
1,McGill0106,4227,FLOPARTNoLabel,31551755
1,McGill0106,4227,FLOPART,30663039
1,McGill0106,4227,LOPART,51856144
1,McGill0106,4227,binsegRcpp,1444840
1,McGill0106,4227,FLOPARTNoLabel,31668933
1,McGill0106,4227,binsegRcpp,1513802
1,McGill0106,4227,binsegRcpp,1395148
1,McGill0106,4227,FLOPART,28397707
1,McGill0107,4686,FLOPARTNoLabel,36080615
1,McGill0107,4686,FLOPARTNoLabel,36077130
1,McGill0107,4686,FPOP,27926289
1,McGill0107,4686,FLOPART,33944638
1,McGill0107,4686,LOPART,57349734
1,McGill0107,4686,LOPART,57515825
1,McGill0107,4686,FPOP,28046501
1,McGill0107,4686,FLOPART,35562088
1,McGill0107,4686,FPOP,27979630
1,McGill0107,4686,LOPART,57356663
1,McGill0107,4686,FLOPART,32963426
1,McGill0107,4686,binsegRcpp,1630160
1,McGill0107,4686,FLOPARTNoLabel,35727154
1,McGill0107,4686,binsegRcpp,1651070
1,McGill0107,4686,binsegRcpp,1574564
1,McGill0322,3954,FPOP,22413470
1,McGill0322,3954,FLOPARTNoLabel,29369940
1,McGill0322,3954,LOPART,42351032
1,McGill0322,3954,FLOPARTNoLabel,29523731
1,McGill0322,3954,FPOP,22083625
1,McGill0322,3954,LOPART,42383545
1,McGill0322,3954,FLOPART,26989767
1,McGill0322,3954,FPOP,21914377
1,McGill0322,3954,binsegRcpp,1445127
1,McGill0322,3954,FLOPART,27354216
1,McGill0322,3954,LOPART,41998924
1,McGill0322,3954,FLOPARTNoLabel,30777921
1,McGill0322,3954,binsegRcpp,1531555
1,McGill0322,3954,binsegRcpp,1332172
1,McGill0322,3954,FLOPART,27145649
5,McGill0001,16939,FPOP,93073116
5,McGill0001,16939,FLOPARTNoLabel,117607721
5,McGill0001,16939,FLOPART,121363321
5,McGill0001,16939,LOPART,353941438
5,McGill0001,16939,FLOPARTNoLabel,118383974
5,McGill0001,16939,FPOP,94011852
5,McGill0001,16939,FLOPART,117323427
5,McGill0001,16939,LOPART,353718808
5,McGill0001,16939,binsegRcpp,5322866
5,McGill0001,16939,binsegRcpp,5151486
5,McGill0001,16939,FLOPART,119404833
5,McGill0001,16939,FLOPARTNoLabel,116461402
5,McGill0001,16939,FPOP,92990993
5,McGill0001,16939,binsegRcpp,5320201
5,McGill0001,16939,LOPART,354148570
5,McGill0002,12625,LOPART,230808475
5,McGill0002,12625,binsegRcpp,4246575
5,McGill0002,12625,FPOP,63635280
5,McGill0002,12625,FLOPART,73666176
5,McGill0002,12625,LOPART,231658446
5,McGill0002,12625,binsegRcpp,4639683
5,McGill0002,12625,FLOPART,74946360
5,McGill0002,12625,FLOPARTNoLabel,82968092
5,McGill0002,12625,LOPART,231694977
5,McGill0002,12625,FPOP,64127649
5,McGill0002,12625,FLOPART,73710210
5,McGill0002,12625,FLOPARTNoLabel,84263487
5,McGill0002,12625,FPOP,63321712
5,McGill0002,12625,binsegRcpp,5109830
5,McGill0002,12625,FLOPARTNoLabel,84085055
5,McGill0004,13470,binsegRcpp,5018195
5,McGill0004,13470,FLOPART,76508009
5,McGill0004,13470,LOPART,237847683
5,McGill0004,13470,FPOP,69152527
5,McGill0004,13470,FLOPARTNoLabel,90484212
5,McGill0004,13470,LOPART,237735835
5,McGill0004,13470,FLOPART,75653036
5,McGill0004,13470,FLOPARTNoLabel,90142887
5,McGill0004,13470,FPOP,68599765
5,McGill0004,13470,LOPART,238637220
5,McGill0004,13470,FLOPARTNoLabel,90021732
5,McGill0004,13470,FPOP,68001001
5,McGill0004,13470,FLOPART,75526346
5,McGill0004,13470,binsegRcpp,4497331
5,McGill0004,13470,binsegRcpp,4862723
5,McGill0005,14047,FLOPARTNoLabel,95961976
5,McGill0005,14047,FPOP,74072855
5,McGill0005,14047,LOPART,244619899
5,McGill0005,14047,FPOP,74249934
5,McGill0005,14047,FLOPARTNoLabel,97526167
5,McGill0005,14047,FLOPART,81803856
5,McGill0005,14047,binsegRcpp,4480480
5,McGill0005,14047,FLOPARTNoLabel,94975229
5,McGill0005,14047,FLOPART,81797296
5,McGill0005,14047,binsegRcpp,4634230
5,McGill0005,14047,binsegRcpp,5202244
5,McGill0005,14047,LOPART,244098625
5,McGill0005,14047,FLOPART,83850699
5,McGill0005,14047,LOPART,245380039
5,McGill0005,14047,FPOP,74277814
5,McGill0007,13213,LOPART,207223348
5,McGill0007,13213,FLOPARTNoLabel,89919478
5,McGill0007,13213,LOPART,206544347
5,McGill0007,13213,FLOPART,78104057
5,McGill0007,13213,binsegRcpp,5336150
5,McGill0007,13213,FPOP,69967484
5,McGill0007,13213,FPOP,69481101
5,McGill0007,13213,binsegRcpp,4568015
5,McGill0007,13213,FLOPARTNoLabel,89473029
5,McGill0007,13213,FLOPARTNoLabel,89632191
5,McGill0007,13213,FPOP,69145024
5,McGill0007,13213,binsegRcpp,4436159
5,McGill0007,13213,FLOPART,76017198
5,McGill0007,13213,FLOPART,73924066
5,McGill0007,13213,LOPART,206570095
5,McGill0008,11318,LOPART,162604032
5,McGill0008,11318,FLOPARTNoLabel,75818143
5,McGill0008,11318,LOPART,163175695
5,McGill0008,11318,binsegRcpp,4379989
5,McGill0008,11318,FLOPART,63909160
5,McGill0008,11318,FPOP,57737512
5,McGill0008,11318,FLOPART,62140379
5,McGill0008,11318,binsegRcpp,4058754
5,McGill0008,11318,FPOP,57528658
5,McGill0008,11318,FLOPARTNoLabel,76337244
5,McGill0008,11318,binsegRcpp,3870605
5,McGill0008,11318,FLOPART,62215819
5,McGill0008,11318,FLOPARTNoLabel,76116336
5,McGill0008,11318,FPOP,57131614
5,McGill0008,11318,LOPART,162417359
5,McGill0009,17823,FPOP,99944798
5,McGill0009,17823,binsegRcpp,5581371
5,McGill0009,17823,binsegRcpp,6084687
5,McGill0009,17823,FLOPART,118142074
5,McGill0009,17823,FLOPART,118497462
5,McGill0009,17823,FLOPARTNoLabel,126821200
5,McGill0009,17823,FPOP,99904167
5,McGill0009,17823,binsegRcpp,6097602
5,McGill0009,17823,FLOPARTNoLabel,125453850
5,McGill0009,17823,FLOPARTNoLabel,125700424
5,McGill0009,17823,FLOPART,115362930
5,McGill0009,17823,LOPART,377949726
5,McGill0009,17823,LOPART,376763063
5,McGill0009,17823,FPOP,101300545
5,McGill0009,17823,LOPART,376759086
5,McGill0011,13503,LOPART,218420735
5,McGill0011,13503,FLOPART,75647993
5,McGill0011,13503,FLOPARTNoLabel,91526104
5,McGill0011,13503,FLOPART,75144513
5,McGill0011,13503,FPOP,69500371
5,McGill0011,13503,LOPART,218198884
5,McGill0011,13503,LOPART,218445745
5,McGill0011,13503,binsegRcpp,4965428
5,McGill0011,13503,FPOP,69697376
5,McGill0011,13503,binsegRcpp,4682364
5,McGill0011,13503,binsegRcpp,6557540
5,McGill0011,13503,FLOPART,74830494
5,McGill0011,13503,FLOPARTNoLabel,90195244
5,McGill0011,13503,FLOPARTNoLabel,89278074
5,McGill0011,13503,FPOP,69290533
5,McGill0024,18070,binsegRcpp,5538731
5,McGill0024,18070,FPOP,100222245
5,McGill0024,18070,binsegRcpp,5462266
5,McGill0024,18070,FLOPARTNoLabel,127764487
5,McGill0024,18070,FPOP,99905274
5,McGill0024,18070,LOPART,387926461
5,McGill0024,18070,LOPART,390212129
5,McGill0024,18070,FLOPARTNoLabel,128417494
5,McGill0024,18070,FLOPARTNoLabel,127696263
5,McGill0024,18070,LOPART,388784878
5,McGill0024,18070,binsegRcpp,5333567
5,McGill0024,18070,FLOPART,107949392
5,McGill0024,18070,FLOPART,107211474
5,McGill0024,18070,FPOP,100153816
5,McGill0024,18070,FLOPART,108363902
5,McGill0025,9943,binsegRcpp,3416530
5,McGill0025,9943,binsegRcpp,3166635
5,McGill0025,9943,LOPART,128339553
5,McGill0025,9943,LOPART,128247508
5,McGill0025,9943,FPOP,49817050
5,McGill0025,9943,binsegRcpp,3416817
5,McGill0025,9943,LOPART,129321298
5,McGill0025,9943,FLOPARTNoLabel,65544978
5,McGill0025,9943,FLOPARTNoLabel,67359146
5,McGill0025,9943,FLOPART,53816723
5,McGill0025,9943,FLOPART,55836465
5,McGill0025,9943,FPOP,49308855
5,McGill0025,9943,FPOP,49349117
5,McGill0025,9943,FLOPART,54165838
5,McGill0025,9943,FLOPARTNoLabel,64377831
5,McGill0026,9720,FLOPART,55302686
5,McGill0026,9720,FLOPARTNoLabel,65209434
5,McGill0026,9720,FLOPART,57075321
5,McGill0026,9720,FLOPARTNoLabel,64029618
5,McGill0026,9720,binsegRcpp,3299188
5,McGill0026,9720,LOPART,138518254
5,McGill0026,9720,binsegRcpp,3262206
5,McGill0026,9720,FPOP,49125913
5,McGill0026,9720,FPOP,49195408
5,McGill0026,9720,FLOPARTNoLabel,66068507
5,McGill0026,9720,binsegRcpp,3280164
5,McGill0026,9720,LOPART,138509808
5,McGill0026,9720,LOPART,138973518
5,McGill0026,9720,FLOPART,55073578
5,McGill0026,9720,FPOP,49365353
5,McGill0027,14999,FLOPARTNoLabel,102877159
5,McGill0027,14999,FLOPARTNoLabel,104909365
5,McGill0027,14999,binsegRcpp,5440946
5,McGill0027,14999,binsegRcpp,5033652
5,McGill0027,14999,FLOPART,83963613
5,McGill0027,14999,FPOP,79073256
5,McGill0027,14999,FLOPART,82672482
5,McGill0027,14999,LOPART,272414004
5,McGill0027,14999,FPOP,80148768
5,McGill0027,14999,LOPART,273175415
5,McGill0027,14999,binsegRcpp,5173831
5,McGill0027,14999,LOPART,272059231
5,McGill0027,14999,FPOP,79876323
5,McGill0027,14999,FLOPART,84677136
5,McGill0027,14999,FLOPARTNoLabel,101987746
5,McGill0028,13054,FLOPARTNoLabel,87226434
5,McGill0028,13054,FLOPARTNoLabel,88640975
5,McGill0028,13054,FLOPARTNoLabel,88350326
5,McGill0028,13054,binsegRcpp,4261335
5,McGill0028,13054,LOPART,194357343
5,McGill0028,13054,binsegRcpp,4135219
5,McGill0028,13054,FPOP,68103583
5,McGill0028,13054,FPOP,68512107
5,McGill0028,13054,binsegRcpp,4260761
5,McGill0028,13054,LOPART,193522419
5,McGill0028,13054,FLOPART,72228716
5,McGill0028,13054,FLOPART,72173366
5,McGill0028,13054,FLOPART,70655054
5,McGill0028,13054,FPOP,68673278
5,McGill0028,13054,LOPART,193735537
5,McGill0029,14726,FLOPARTNoLabel,98836158
5,McGill0029,14726,FPOP,76789802
5,McGill0029,14726,FLOPARTNoLabel,100438848
5,McGill0029,14726,FLOPART,85541088
5,McGill0029,14726,LOPART,257383445
5,McGill0029,14726,FLOPART,85469297
5,McGill0029,14726,LOPART,255857589
5,McGill0029,14726,FLOPARTNoLabel,100231798
5,McGill0029,14726,FLOPART,86009677
5,McGill0029,14726,binsegRcpp,4790358
5,McGill0029,14726,LOPART,256309409
5,McGill0029,14726,binsegRcpp,5140867
5,McGill0029,14726,FPOP,76722931
5,McGill0029,14726,FPOP,76143601
5,McGill0029,14726,binsegRcpp,4746242
5,McGill0079,17400,FLOPARTNoLabel,122907053
5,McGill0079,17400,FLOPART,111976576
5,McGill0079,17400,binsegRcpp,6342003
5,McGill0079,17400,LOPART,430339116
5,McGill0079,17400,binsegRcpp,5845944
5,McGill0079,17400,LOPART,429687462
5,McGill0079,17400,binsegRcpp,5762345
5,McGill0079,17400,FPOP,97426988
5,McGill0079,17400,LOPART,428925805
5,McGill0079,17400,FLOPART,111951361
5,McGill0079,17400,FLOPARTNoLabel,123362153
5,McGill0079,17400,FLOPART,110526857
5,McGill0079,17400,FPOP,96686938
5,McGill0079,17400,FPOP,98636037
5,McGill0079,17400,FLOPARTNoLabel,122068849
5,McGill0101,8833,FPOP,42071945
5,McGill0101,8833,FLOPART,52456876
5,McGill0101,8833,FLOPARTNoLabel,56501362
5,McGill0101,8833,FLOPART,53992613
5,McGill0101,8833,FPOP,42118972
5,McGill0101,8833,binsegRcpp,3563761
5,McGill0101,8833,binsegRcpp,3430060
5,McGill0101,8833,FLOPART,52711445
5,McGill0101,8833,binsegRcpp,3575487
5,McGill0101,8833,LOPART,131904708
5,McGill0101,8833,FPOP,42102654
5,McGill0101,8833,LOPART,131975228
5,McGill0101,8833,LOPART,132670137
5,McGill0101,8833,FLOPARTNoLabel,58768047
5,McGill0101,8833,FLOPARTNoLabel,56400789
5,McGill0102,15393,FLOPART,90963051
5,McGill0102,15393,FLOPARTNoLabel,109028594
5,McGill0102,15393,binsegRcpp,4554321
5,McGill0102,15393,FLOPART,90982608
5,McGill0102,15393,FLOPART,89151630
5,McGill0102,15393,LOPART,275519057
5,McGill0102,15393,FLOPARTNoLabel,107751075
5,McGill0102,15393,FPOP,84768648
5,McGill0102,15393,FLOPARTNoLabel,107194951
5,McGill0102,15393,LOPART,276610026
5,McGill0102,15393,LOPART,275790149
5,McGill0102,15393,FPOP,85214851
5,McGill0102,15393,binsegRcpp,4798230
5,McGill0102,15393,FPOP,85463639
5,McGill0102,15393,binsegRcpp,4713073
5,McGill0104,15744,FPOP,87655089
5,McGill0104,15744,FPOP,87309705
5,McGill0104,15744,binsegRcpp,5753161
5,McGill0104,15744,FLOPARTNoLabel,112112778
5,McGill0104,15744,LOPART,336826111
5,McGill0104,15744,LOPART,337197735
5,McGill0104,15744,binsegRcpp,5169690
5,McGill0104,15744,binsegRcpp,5561445
5,McGill0104,15744,LOPART,336961657
5,McGill0104,15744,FPOP,87622248
5,McGill0104,15744,FLOPART,99095442
5,McGill0104,15744,FLOPARTNoLabel,115263833
5,McGill0104,15744,FLOPARTNoLabel,111812207
5,McGill0104,15744,FLOPART,97063564
5,McGill0104,15744,FLOPART,98437023
5,McGill0106,13607,FLOPART,76897263
5,McGill0106,13607,FLOPART,78305326
5,McGill0106,13607,FLOPARTNoLabel,91510688
5,McGill0106,13607,binsegRcpp,4999171
5,McGill0106,13607,binsegRcpp,5002410
5,McGill0106,13607,FPOP,71869515
5,McGill0106,13607,LOPART,217417137
5,McGill0106,13607,FLOPARTNoLabel,92850404
5,McGill0106,13607,binsegRcpp,4298809
5,McGill0106,13607,FLOPARTNoLabel,92583535
5,McGill0106,13607,LOPART,217911105
5,McGill0106,13607,FPOP,72796033
5,McGill0106,13607,LOPART,216982455
5,McGill0106,13607,FLOPART,76448723
5,McGill0106,13607,FPOP,72447041
5,McGill0107,15315,FPOP,83107205
5,McGill0107,15315,binsegRcpp,5198513
5,McGill0107,15315,LOPART,272761438
5,McGill0107,15315,LOPART,273577256
5,McGill0107,15315,FLOPARTNoLabel,107377647
5,McGill0107,15315,binsegRcpp,4807373
5,McGill0107,15315,FLOPART,91506055
5,McGill0107,15315,FLOPARTNoLabel,107065596
5,McGill0107,15315,FLOPART,88464470
5,McGill0107,15315,FLOPARTNoLabel,106907377
5,McGill0107,15315,FLOPART,89668066
5,McGill0107,15315,LOPART,273359218
5,McGill0107,15315,binsegRcpp,4733737
5,McGill0107,15315,FPOP,83507201
5,McGill0107,15315,FPOP,83064196
5,McGill0322,14068,FPOP,73456338
5,McGill0322,14068,FLOPART,78119596
5,McGill0322,14068,LOPART,234816717
5,McGill0322,14068,binsegRcpp,4731892
5,McGill0322,14068,FPOP,74229393
5,McGill0322,14068,FLOPARTNoLabel,95652508
5,McGill0322,14068,FLOPARTNoLabel,95217334
5,McGill0322,14068,FLOPARTNoLabel,93274590
5,McGill0322,14068,LOPART,234304422
5,McGill0322,14068,FLOPART,79121226
5,McGill0322,14068,FPOP,73744404
5,McGill0322,14068,binsegRcpp,4895359
5,McGill0322,14068,binsegRcpp,4402416
5,McGill0322,14068,LOPART,234843900
